N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
143;Il T-Group, introdotto da Kurt Lewin, è un luogo per discutere o risolvere problemi?;No, ma offre ai partecipanti l'opportunità di riflettere su sé stessi, sul loro modo di relazionarsi e su come gestire al meglio le dinamiche di gruppo.;Sì, offrendo ai partecipanti il vantaggio di riflettere su sé stessi, sulla capacità di relazionarsi e su come dirigere le dinamiche di gruppo.;No, perché non è possibile scambiare le proprie emozioni con gli altri membri del gruppo.;Sì, perché all’interno del gruppo si rimuovono le disuguaglianze individuali.
144;Come influisce il feedback sui T-Group?;Aumentandone la cognizione di sé e degli sviluppi di gruppo.;Limitando la connessione tra i membri.;Rimuovendo le disuguaglianze individuali.;Scambiando la reciprocità emozionale con quella conoscitiva.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
145;Cosa descrive la dinamica di gruppo, secondo Kurt Lewin?;Le interazioni, le attitudini e i comportamenti all'interno di un gruppo di persone.;La dipendenza e la negazione di un soggetto all'interno di un gruppo di persone.;L’incapacità di reagire alle avversioni di un partecipante all'interno di un gruppo di persone.;La diminuzione di sé e degli sviluppi di gruppo.
146;Il feedback, nel contesto del T-group consiste:;nel meccanismo di percezione delle altrui reazioni alle proprie parole o azioni.;nel processo di apprendimento che avviene durante gli scambi reciproci tra i partecipanti.;nell’aumento del senso di responsabilità individuale.;nella generazione di conflitti nel gruppo.
147;La strutturazione del setting (nel lavoro del t-group) impone un lavoro incentrato sul “qui ed ora” ed il processo di apprendimento avviene essenzialmente:;attraverso il feedback che avviene durante gli scambi reciproci tra i partecipanti.;tramite l’aumento del senso di responsabilità individuale.;nella generazione di conflitti nel gruppo.;nel meccanismo di percezione delle altrui reazioni alle proprie parole o azioni.
148;Qual è una delle definizioni di leadership secondo Warren Bennis?;Conoscere sé stessi e avere una visione ben comunicata.;Essere autoritari nel dirigere gli altri.;Imporre decisioni senza consultare gli altri.;Essere esperti in campi specifici.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
149;Secondo John W. Gardner, quale è un aspetto fondamentale della leadership?;Persuasione e azione esemplare.;Controllo e autorità;Indifferenza verso i follower.;Evitare il conflitto, sempre.
150;Qual è la definizione minima di leader secondo P. Drucker?;Qualcuno che ha dei follower.;Un esperto in gestione.;Una persona con potere formale.;Un individuo che lavora da solo.
151;In un gruppo di lavoro, cosa si intende per interdipendenza?;L’interazione che tende a rafforzare il legame tra i componenti del gruppo.;L'accentuazione della rivalità presente tra membri.;L’assenza di comunicazione tra i membri.;La mancanza di obiettivi condivisi.
152;Nell’ambito dello studio dell’errore umano va ricordata la classificazione del comportamento dell’uomo proposta da Rasmussen, che individua:;tre principali tipologie di comportamento umano, alle quali sono ascrivibili altrettante tipologie di errori.;quattro principali tipologie di comportamento umano, alle quali sono ascrivibili altrettante tipologie di errori.;due principali tipologie di comportamento umano, alle quali sono ascrivibili altrettante tipologie di errori.;sei principali tipologie di comportamento umano, alle quali sono ascrivibili altrettante tipologie di errori.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
153;Adam Smith fu il primo studioso a sviluppare una teoria per spiegare come il lavoro sistematicamente organizzato:;potesse rendere più efficiente la produzione.;poteva essere meglio eseguito da singoli individui.;dipendeva dal team management.;non dava risposte positive.
154;A chi è dovuta la prima formulazione organica della teoria classica dell'organizzazione?;A Frederick Winslow Taylor.;A Adam Smith.;A Max Weber.;A Henri Fayol.
155;Taylor ideò alcune tecniche per migliorare e velocizzare il sistema produttivo, tra questo uno dei concetti è:;One best way.;Pianificazione posticipata delle mansioni.;One best worse.;One worse way.
156;Cos’è” l’effetto di polarizzazione”?;La tendenza del gruppo a prendere decisioni estreme.;La convergenza su decisioni che rappresentano un compromesso.;La mancanza di conflitti all’interno del gruppo.;L’incapacità di raggiungere una decisione unanime.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
157;All'interno di un gruppo sociale, in cosa consiste la polarizzazione di gruppo?;Consiste nella tendenza dei componenti ad assumere in ogni caso e in modo graduale delle posizioni, o atteggiamenti, che sono più estreme rispetto alla media delle posizioni iniziali dei restanti componenti.;Consiste nella inclinazione dei membri ad avere una posizione, meno estrema rispetto alla media delle posizioni iniziali dei restanti membri.;Consiste nell’attitudine dei componenti ad assumere delle posizioni o aspetti irrilevanti rispetto alla norma.;Consiste nell’abilità dei membri ad assumere posizioni e atteggiamenti che possono indurre gli altri membri ad abbandonare il gruppo.
158;Edgar Schein distingue la cultura organizzativa in tre livelli, intendendo questi ultimi come il grado differente in cui il fenomeno culturale si rende visibile all'osservatore. Quali sono?;"Artefatti; Valori; Assunti di base.";"Artefatti; Doti; Nozioni di base.";"Convinzioni inconsce; Spontanee; Qualità.";"Qualità; Attributi; Caratteristiche peculiari."
159;Cosa si intende per interdipendenza in un gruppo di lavoro?;L’interazione che rafforza il legame tra i membri del gruppo.;La competizione tra membri.;L’assenza di comunicazione tra i membri.;La mancanza di obiettivi condivisi.
160;Quale tra queste è una conseguenza dell’effetto Ringelmann?;Diminuzione dell’efficacia individuale man mano che il gruppo cresce.;Miglioramento delle prestazioni individuali nei gruppi numerosi.;Maggiore coordinazione e motivazione tra i membri del gruppo.;Aumento del senso di responsabilità individuale.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
161;Quando è necessario per migliorare l'armonia del gruppo, sollevando il morale e ripristinando la fiducia, è più adatto, secondo D. Goleman:;lo stile affiliativo.;lo stile democratico.;lo stile coach.;lo stile visionario.
162;"Lo ""stile di leader affiliativo"", secondo Goleman:";promuove l'armonia all'interno del team, mettendo in contatto le persone, incoraggiando l'inclusione e risolvendo i conflitti.;non si promuove l'armonia all'interno del team e non si incoraggia l'inclusione, ma aumentano i conflitti.;non vengono valorizzate le emozioni altrui non dando importanza ai loro bisogni.;diminuzione l’efficacia individuale man mano che il gruppo cresce.
163;Nell'organizzazione scientifica del lavoro proposta da Taylor nel 1911, quali pratiche metteva in atto nella quotidianità?;La parcellizzazione dell'attività lavorativa, il controllo dei tempi di lavoro e l'introduzione del cottimo.;Meeting in un'ottica di comunicazione circolare.;Incontri individuali tra il supervisore e il dipendente in cui si negoziano gli obiettivi attesi.;Spazi di ritrovo nelle pause lavorative che accompagnano una fase ricreativa.
164;"Con ""stile di leader affiliativo"", secondo Goleman:";si valorizzano le emozioni degli altri e si dà grande importanza ai loro bisogni emotivi.;non vengono valorizzate le emozioni altrui non dando importanza ai loro bisogni.;non si promuove l'armonia all'interno del team e non si incoraggia l'inclusione, ma aumentano i conflitti.;aumenta il senso di responsabilità individuale.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
165;La fase della elaborazione delle idee, per trovare soluzioni a un problema, è tipica di quale tecnica?;"Del ""Brainstorming"".";"Del solo ""pensiero divergente"".";"Del ""One best way"".";"Della ""Persuasione""."
166;Quando nasce la teoria classica dell’organizzazione del lavoro?;Nella seconda fase della rivoluzione industriale dall’esigenza di razionalità ed efficienza ed ha fatto della divisione e della specializzazione del lavoro il suo assioma fondamentale.;All'inizio della rivoluzione industriale dall’esigenza di efficientare il lavoro.;Dopo la quarta rivoluzione industriale, per consentire che la produzione fosse meccanizzata e l'urbanizzazione di massa fosse una realtà.;Quando la trasformazione del modo in cui si facevano affari assunse un ritmo più vorticoso di quanto si potesse immaginare.
167;Cosa permette il modello organizzativo funzionale di Fayol?;Un’accentuata specializzazione delle funzioni e il contenimento dei costi.;L'obiettivo di ottenere prodotti a basso costo attraverso un razionale impiego dei fattori.;Una tendenza degli operai a ridurre la produzione.;Un'elevata disponibilità di manodopera poco scolarizzata.
168;Lo Human Relations Movement è che una ricerca nell’ambito della psicologia del lavoro che ha, nella sua ragion d’essere:;lo scopo di massimizzare il coinvolgimento del lavoratore dipendente nelle sorti aziendali.;lo scopo di minimizzare il coinvolgimento dei lavoratori dipendenti nelle sorti aziendali.;lo scopo di non coinvolgere il lavoratore dipendente nelle sorti aziendali.;lo scopo di coinvolgere il lavoratore dipendente nella distribuzione degli utili aziendali.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
169;Il primo autore che fa riferimento agli studi ‘sul’ e ‘di’ gruppo è stato?;Kurt Zadek Lewin (1890- 1947).;Henri Fayol (1841 – 1925).;Frederick W. Taylor (1856 – 1917).;: Max Weber (1864 – 1920).
170;Lewin basa la sua visione dell’individuo e del gruppo:;sul concetto di campo;sul fattore ambientale.;sulla dipendenza.;sul fattore umano.
171;Secondo la teoria dei gruppi di Lewin, l’elemento chiave di un gruppo, ciò che lo tiene insieme e ne caratterizza l’identità, è:;l’interdipendenza, ossia, il forte legame tra gli elementi che lo compongono i quali non possono vivere gli uni senza gli altri.;la capacità di reagire alle avversioni di un partecipante all'interno di un gruppo di persone.;l'aumento del sé e degli sviluppi di gruppo.;l'interazione, l'attitudine e il comportamento all'interno di un gruppo.
172;Qual è il contributo di Federico Butera allo studio delle organizzazioni complesse?;Ha analizzato come le organizzazioni possono gestire la complessità e adattarsi ai cambiamenti ambientali.;Ha sviluppato la teoria della gerarchia dei bisogni.;Ha introdotto il concetto di leadership carismatica.;Ha elaborato la teoria della burocrazia.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
173;Secondo Pietro Ichino, quali sono le sfide della flessibilità del lavoro nelle organizzazioni?;Bilanciare la flessibilità con la sicurezza del lavoro e garantire condizioni di lavoro dignitose.;Ridurre i costi operativi, migliorare la produttività e aumentare il profitto.;Evitare la comunicazione interna, isolare i dipendenti e aumentare il controllo.;Focalizzarsi esclusivamente sul mercato locale, ridurre l'innovazione e aumentare la competizione.
174;Qual è il contributo di Enrico Giovannini alla teoria della sostenibilità nelle organizzazioni?;Ha sviluppato indicatori di sostenibilità e ha promosso l'integrazione della sostenibilità nelle strategie aziendali.;Ha sviluppato la teoria della motivazione a due fattori.;Ha introdotto il concetto di leadership situazionale.;Ha elaborato la teoria della burocrazia.
175;Qual è la teoria del leader carismatico proposta da Max Weber?;La leadership è basata su qualità eccezionali del leader che ispirano devozione.;La leadership è basata sul controllo e sulla coercizione.;La leadership è basata sull'autorità tradizionale.;La leadership è basata sull'autorità burocratica.
176;Secondo Bruce Tuckman, quali sono le fasi di sviluppo di un gruppo?;Forming, Storming, Norming, Performing, Adjourning.;Formazione, conflitto, normazione, performance, scioglimento.;Creazione, competizione, armonizzazione, realizzazione, dissoluzione.;Inizio, conflitto, stabilizzazione, successo, chiusura.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
177;Qual è il contributo di Edgar Schein allo studio della cultura organizzativa?;Introduzione del concetto di cultura organizzativa come insieme di valori, credenze e pratiche condivise.;Definizione della leadership transazionale.;Elaborazione della teoria della motivazione a due fattori.;Studio delle dinamiche di gruppo in contesti educativi.
178;Cosa sostiene la teoria dei bisogni di Abraham Maslow?;I bisogni umani sono organizzati in una gerarchia piramidale che va dai bisogni fisiologici a quelli di autorealizzazione.;La motivazione è basata solo sui bisogni fisiologici.;I bisogni di sicurezza sono i più importanti per la motivazione umana.;L'autorealizzazione è il primo bisogno da soddisfare.
179;Secondo Kurt Lewin, quali sono i tre stadi del cambiamento organizzativo?;Unfreezing, Changing, Refreezing.;Formazione, cambiamento, stabilizzazione.;Distruzione, ricostruzione, mantenimento.;Conflitto, risoluzione, integrazione.
180;Qual è la teoria X e Y di Douglas McGregor?;La teoria X vede i dipendenti come esseri pigri e indisciplinati, mentre la teoria Y li considera autonomi e responsabili.;La teoria X considera i dipendenti autonomi e responsabili, mentre la teoria Y li vede pigri e indisciplinati.;La teoria X si concentra sulla motivazione estrinseca, mentre la teoria Y si concentra sulla motivazione intrinseca.;La teoria X si basa sulla leadership carismatica, mentre la teoria Y si basa sulla leadership burocratica.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
181;Secondo Rensis Likert, quali sono i quattro sistemi di gestione?;Autoritario-sfruttatore, autoritario-benevolente, consultivo, partecipativo.;Autoritario, democratico, laissez-faire, paternalistico.;Gerarchico, funzionale, matrice, a rete.;Controllo rigido, supervisione flessibile, autogestione, leadership condivisa.
182;Qual è il contributo di Peter Senge alla teoria dell'apprendimento organizzativo?;"Introduzione del concetto di ""organizzazione che apprende"" basata su cinque discipline chiave.";Definizione della teoria dei bisogni di base.;Studio delle dinamiche di potere nei gruppi.;Elaborazione della teoria del cambiamento pianificato.
183;Secondo Frederick Herzberg, quali sono i fattori igienici e motivanti?;I fattori igienici includono salario, condizioni di lavoro e politiche aziendali, mentre i fattori motivanti includono riconoscimento, responsabilità e crescita personale.;I fattori igienici includono motivazione intrinseca, mentre i fattori motivanti includono motivazione estrinseca.;I fattori igienici sono legati alla leadership, mentre i fattori motivanti sono legati alla cultura organizzativa.;I fattori igienici sono legati alla comunicazione, mentre i fattori motivanti sono legati alla performance.
184;Qual è il concetto di leadership situazionale di Paul Hersey e Ken Blanchard?;La leadership efficace dipende dalla situazione e dal livello di maturità dei seguaci.;La leadership è sempre basata sull'autorità.;La leadership situazionale è basata su regole rigide.;La leadership efficace non è influenzata dalla situazione.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
185;"Qual è il concetto di ""leadership trasformazionale"" di Bernard Bass?";La leadership che ispira e motiva i seguaci a raggiungere obiettivi straordinari.;La leadership basata sul controllo e la supervisione costante.;La leadership che si concentra esclusivamente sui compiti.;La leadership che ignora le esigenze dei seguaci.
186;Secondo Victor Vroom, quale modello spiega la motivazione dei dipendenti?;La teoria dell'aspettativa, che sostiene che la motivazione è determinata dalle aspettative di risultato e dal valore attribuito a tali risultati.;La teoria della gerarchia dei bisogni.;La teoria dei due fattori.;La teoria della dissonanza cognitiva.
187;Qual è il contributo di Mary Parker Follett alla teoria dell'organizzazione?;L'enfasi sull'importanza della collaborazione e del lavoro di gruppo nelle organizzazioni.;La definizione della teoria della burocrazia.;L'introduzione della teoria della gerarchia dei bisogni.;Lo studio delle dinamiche di potere.
188;"Qual è il concetto di ""zone of proximal development"" (zona di sviluppo prossimale) di Lev Vygotsky?";La distanza tra ciò che un individuo può fare da solo e ciò che può fare con l'aiuto di un esperto.;La teoria della motivazione intrinseca.;La definizione dei ruoli di leadership.;Lo studio delle dinamiche di gruppo.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
189;Secondo Richard M. Cyert e James G. March, quale modello spiega il comportamento delle organizzazioni?;Il modello comportamentale delle decisioni organizzative.;Il modello della gerarchia dei bisogni.;Il modello della teoria X e Y.;Il modello della leadership situazionale.
190;"Qual è il concetto di ""cultura organizzativa"" di Edgar Schein?";L'insieme di valori, credenze e pratiche condivise che influenzano il comportamento dei membri di un'organizzazione.;La struttura gerarchica di un'organizzazione.;Le regole formali e informali di un'organizzazione.;La distribuzione del potere all'interno di un'organizzazione.
191;Qual è il contributo di John P. Kotter alla teoria del cambiamento organizzativo?;Elaborazione di un modello in otto fasi per la gestione del cambiamento organizzativo.;Definizione della teoria della leadership carismatica.;Studio delle dinamiche di gruppo.;"Introduzione del concetto di ""zone of indifference""."
192;Quali sono le fasi del ciclo di vita di un gruppo?;Formazione, conflitto, normazione, performance, scioglimento.;Conflitto, normazione, formazione, performance, scioglimento.;Normazione, conflitto, formazione, performance, scioglimento.;Scioglimento, performance, normazione, formazione, conflitto.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
193;Qual è il ruolo di un leader all'interno di un gruppo?;Fornire direzione e supporto per raggiungere gli obiettivi del gruppo.;Seguire le istruzioni degli altri membri del gruppo.;Osservare senza intervenire nelle dinamiche di gruppo.;Delegare tutte le responsabilità ad altri membri del gruppo.
194;Cosa si intende per coesione di gruppo?;Il grado di attrazione reciproca tra i membri del gruppo.;La capacità del gruppo di evitare i conflitti.;La diversità dei ruoli all'interno del gruppo.;La frequenza delle riunioni di gruppo.
195;Quali sono i vantaggi di un gruppo di lavoro eterogeneo?;Diverse prospettive e idee innovative.;Riduzione della comunicazione interna.;Maggiori difficoltà nel raggiungere un accordo.;Bassa collaborazione tra i membri.
196;Come si può migliorare la comunicazione all'interno di un gruppo?;Promuovendo un ambiente aperto e collaborativo.;Limitando le interazioni tra i membri.;Assegnando ruoli fissi e immutabili.;Evitando di affrontare argomenti controversi.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
197;Qual è la differenza tra un gruppo formale e un gruppo informale?;Un gruppo formale è strutturato e orientato a obiettivi specifici, mentre un gruppo informale si forma spontaneamente e non ha una struttura definita.;Un gruppo formale è spontaneo e non ha obiettivi, mentre un gruppo informale è strutturato e orientato a obiettivi specifici.;Un gruppo formale è formato da amici, mentre un gruppo informale è formato da colleghi.;Non c'è differenza tra un gruppo formale e un gruppo informale.
198;Quale teoria è utilizzata per spiegare la dinamica di potere all'interno dei gruppi?;La teoria del potere sociale di French e Raven.;La teoria della motivazione di Maslow.;La teoria dell'apprendimento sociale di Bandura.;La teoria del condizionamento operante di Skinner.
199;"Che cos'è il ""groupthink"" (pensiero di gruppo)?";Un fenomeno in cui i membri di un gruppo cercano il consenso a scapito di una valutazione critica delle alternative.;Un processo di brainstorming in cui tutti i membri del gruppo partecipano attivamente.;Un metodo per prendere decisioni basato sulla maggioranza.;Un sistema di comunicazione efficace tra i membri del gruppo.
200;Qual è l'importanza della delega delle responsabilità all'interno di un gruppo?;Aumenta l'efficienza e permette ai membri di sviluppare competenze.;Crea confusione e rallenta il progresso del gruppo.;Riduce la responsabilità individuale e la motivazione.;Impedisce ai membri di assumere ruoli di leadership.
N°;TESTO DOMANDA;RISPOSTA ESATTA;RISPOSTA2;RISPOSTA3;RISPOSTA4
201;Secondo Maria Gabriella Baldarelli, quali sono le caratteristiche della sostenibilità nelle organizzazioni?;Equilibrio tra aspetti economici, sociali e ambientali.;Focus esclusivo sul profitto a breve termine.;Riduzione della comunicazione interna, isolamento dei dipendenti.;Aumento della gerarchia e del controllo centralizzato.
202;Secondo Francesco Morace, quali sono le caratteristiche delle organizzazioni orientate al futuro?;Capacità di anticipare i cambiamenti, innovazione continua e centralità dell'utente.;Struttura gerarchica rigida, controllo centralizzato.;Focus esclusivo sul profitto, resistenza al cambiamento.;Mancanza di comunicazione, isolamento dei dipartimenti.
